caseid,weight,MDregvote,likelyvoter,Question25_treat,Question29_30_order,Question1,Question2,Question3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,Question14,Question14_other,Question15,Question16,Question17,Question18,Question19,Question20,Question21,Question22_1,Question22_2,Question22_3,Question22_4,Question22_5,Question22_6,Question22_7,Question22_8,Question22_9,Question22_99,Question23,Question24,Question25a,Question25b,Question26_1,Question26_2,Question26_3,Question26_4,Question26_5,Question26_6,Question26_7,Question26_8,Question26_9,Question26_10,Question26_19,Question26_99,Question27,Question28,Question29,Question30,urbanicity2,birthyr,gender,race,hispanic,educ,marstat,employ,ownhome,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,inputzip,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1899546900.0,0.498224524207276,Yes,Almost certain,Question25a,Question30 first,Other,Larry Hogan (Republican),Would not vote on that ballot measure,Somewhat unfavorable,Very unfavorable,No opinion,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Never heard,Somewhat favorable,Climate,__NA__,Not at all enthusiastic,Abortion should be legal and generally available,Excellent,Worse off than a year ago,Rarely,5.0,5.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,Three of these statements,not asked,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Not sure,Both equally,Strongly favor,Somewhat oppose,Suburban area,1980.0,Male,White,No,Post-grad,Married,Full-time,Own,"$350,000 - $499,999",No,Independent,Independent,Hillary Clinton,Joe Biden,Maryland,21136.0,Yes,Moderate,Most of the time,Agnostic,Seldom,No,Not too important,Seldom,2024-10-25T12:10:03.961,2024-10-25T12:20:44.137
1899549524.0,0.500531759534519,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,No opinion,Very favorable,Very favorable,Somewhat unfavorable,Very favorable,Abortion,__NA__,Very enthusiastic,Abortion should be legal and generally available,Excellent,Better off than a year ago,Never,1.0,1.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,90.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Their pay is about right,Both equally,Strongly favor,Neither favor nor oppose,Small town,1958.0,Female,Hispanic,Yes,Post-grad,Domestic / civil partnership,Part-time,Own,"$150,000 - $199,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21619.0,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Not too important,Seldom,2024-10-25T12:10:46.925,2024-10-25T12:22:34.671
1899132984.0,0.65633040320805,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Never heard,Somewhat favorable,Somewhat favorable,Never heard,Very favorable,Immigration,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,1.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,85.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Neither favor nor oppose,Suburban area,1973.0,Male,White,No,Post-grad,Married,Full-time,Own,"$120,000 - $149,999",Yes,Other,Lean Democrat,Hillary Clinton,Joe Biden,Maryland,21054.0,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-10-25T12:00:31.945,2024-10-25T12:24:59.475
1899547600.0,0.872168888218848,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Very favorable,Abortion,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Occasionally,5.0,5.0,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,100.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Somewhat favor,Small town,1967.0,Female,White,No,Post-grad,Married,Full-time,Own,"$200,000 - $249,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21795.0,Yes,Liberal,Most of the time,Roman Catholic,Seldom,No,Not too important,Seldom,2024-10-25T12:20:11.333,2024-10-25T12:25:50.149
1898971652.0,1.74116924394823,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Very favorable,Very favorable,Somewhat favorable,Never heard,Very favorable,US Supreme court appointments,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Occasionally,35.0,35.0,selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,50.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Both equally,Strongly favor,Somewhat oppose,Big city,1973.0,Male,Hispanic,Yes,4-year,Never married,Part-time,Rent,"$70,000 - $79,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,21225.0,Yes,Very liberal,Most of the time,Agnostic,Never,No,Not too important,Seldom,2024-10-25T07:18:19.362,2024-10-25T12:26:44.808
1897990664.0,0.84610865168155,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Somewhat favorable,No opinion,No opinion,Healthcare,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,10.0,10.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,75.0,Three of these statements,not asked,selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,not selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Israelis,Strongly favor,Neither favor nor oppose,Suburban area,1947.0,Female,Black,No,High school graduate,Married,Retired,Own,"$50,000 - $59,999",No,Democrat,Strong Democrat,Hillary Clinton,Donald Trump,Maryland,21222.0,Yes,Moderate,Some of the time,Something else,Seldom,Yes,Not too important,Once a day,2024-10-25T12:03:05.659,2024-10-25T12:27:20.557
1899409244.0,0.735632549650348,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Undecided,Yes,Somewhat favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Gun policy,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,Better off than a year ago,Never,10.0,20.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,85.0,not asked,Three of these statements,selected,selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Both equally,Strongly favor,Somewhat oppose,Suburban area,1985.0,Male,White,No,Post-grad,Married,Full-time,Own,"$120,000 - $149,999",Yes,Independent,Lean Democrat,Gary Johnson,Joe Biden,Maryland,21703.0,Yes,Moderate,Most of the time,Protestant,A few times a year,No,Not too important,Seldom,2024-10-25T12:19:15.933,2024-10-25T12:28:28.814
1899444198.0,0.359220247078883,Yes,Very likely,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Very favorable,No opinion,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Racial and ethnic inequality,__NA__,Somewhat enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Fair,About the same as a year ago,Rarely,20.0,40.0,selected,selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,Yes,40.0,Three of these statements,not asked,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,"They should be paid more, but less than the minimum wage ($15/hr)",Palestinians,Strongly favor,Somewhat favor,Suburban area,1980.0,Male,Black,No,4-year,Married,Part-time,Rent,"$80,000 - $99,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Did not vote for President,Maryland,20769.0,Yes,Moderate,Most of the time,Protestant,Once a week,No,Very important,Several times a day,2024-10-25T11:34:30.882,2024-10-25T12:29:54.954
1899595508.0,2.42504027417055,Yes,Almost certain,Question25a,Question30 first,Donald Trump (Republican),Mike Scott (Libertarian),Yes,Very unfavorable,Very favorable,No opinion,No opinion,Somewhat unfavorable,No opinion,Very unfavorable,Somewhat unfavorable,No opinion,Very unfavorable,The economy/inflation,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Poor,Worse off than a year ago,Occasionally,1.0,don't know,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,100.0,Three of these statements,not asked,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Somewhat favor,Somewhat favor,Suburban area,1973.0,Female,White,No,No HS,Never married,Full-time,Own,"$150,000 - $199,999",Yes,Republican,Not very strong Republican,Did not vote for President,Did not vote for President,Maryland,21903.0,Yes,Moderate,Some of the time,Protestant,A few times a year,No,Somewhat important,Once a week,2024-10-25T12:16:17.788,2024-10-25T12:33:09.146
1899507820.0,0.784923172664636,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Very favorable,Very favorable,No opinion,Somewhat unfavorable,Very favorable,Abortion,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Rarely,5.0,5.0,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,99.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Strongly oppose,Small town,1967.0,Female,White,No,4-year,Widowed,Full-time,Own,"$50,000 - $59,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21811.0,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,2024-10-25T12:21:51.219,2024-10-25T12:39:17.825
1899632136.0,1.01901503474685,Yes,Almost certain,Question25b,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,No opinion,Somewhat favorable,Somewhat favorable,No opinion,Somewhat favorable,The economy/inflation,__NA__,Not at all enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,50.0,not asked,Three of these statements,selected,selected,not selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Not sure,Palestinians,Strongly favor,Somewhat favor,Suburban area,1973.0,Male,Black,No,Post-grad,Married,Full-time,Own,"$350,000 - $499,999",Yes,Independent,Lean Democrat,Hillary Clinton,Joe Biden,Maryland,20720.0,Yes,Moderate,Most of the time,Something else,Never,No,Not too important,Seldom,2024-10-25T12:35:55.629,2024-10-25T12:42:06.220
1898746010.0,0.790280866559986,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,No opinion,Somewhat favorable,Abortion,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,6.0,don't know,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,100.0,not asked,Three of these statements,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Strongly oppose,Suburban area,1961.0,Female,Black,No,2-year,Married,Retired,Own,"$50,000 - $59,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21045.0,Yes,Liberal,Most of the time,Nothing in particular,Don't know,No,Somewhat important,Once a day,2024-10-25T12:39:33.093,2024-10-25T12:46:59.508
1899546268.0,0.617809762207845,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Larry Hogan (Republican),Yes,Very favorable,Very unfavorable,Somewhat unfavorable,Very favorable,Very favorable,Never heard,Very favorable,Very favorable,Never heard,Never heard,Abortion,__NA__,Very enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Never,don't know,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,99.0,not asked,Four of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Their pay is about right,Both equally,Somewhat favor,Somewhat oppose,Rural area,1943.0,Female,White,No,2-year,Widowed,Retired,Own,"$40,000 - $49,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21813.0,Yes,Moderate,Most of the time,Atheist,Once a week,No,Very important,Once a day,2024-10-25T12:34:53.959,2024-10-25T12:47:49.251
1899326562.0,0.846626103943198,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,No opinion,Very favorable,No opinion,No opinion,Very unfavorable,US Supreme court appointments,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,Better off than a year ago,Rarely,0.0,3.0,selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,100.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Strongly favor,Suburban area,1955.0,Female,Black,No,Some college,Never married,Retired,Own,"$50,000 - $59,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20748.0,Yes,Liberal,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2024-10-25T12:37:35.928,2024-10-25T12:49:07.635
1897890382.0,0.238394485647286,Yes,Almost certain,Question25b,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,No opinion,Never heard,Somewhat favorable,Somewhat favorable,Never heard,No opinion,Foreign policy,__NA__,Very enthusiastic,Not sure,Fair,About the same as a year ago,Rarely,1.0,3.0,not selected,not selected,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,No,50.0,not asked,Three of these statements,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,Not sure,Israelis,Strongly favor,Somewhat favor,Suburban area,1980.0,Male,Hispanic,Yes,4-year,Domestic / civil partnership,Full-time,Rent,"$150,000 - $199,999",No,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Maryland,20874.0,Yes,Moderate,Some of the time,Roman Catholic,Seldom,No,Not at all important,Seldom,2024-10-25T12:38:51.675,2024-10-25T12:49:33.416
1899507826.0,0.725830816457314,Yes,Almost certain,Question25b,Question29 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very favorable,Very unfavorable,Very favorable,No opinion,No opinion,Very favorable,Very favorable,No opinion,Very favorable,The economy/inflation,__NA__,Very enthusiastic,Abortion should be legal and generally available,Poor,Worse off than a year ago,Frequently,6.0,0.0,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,51.0,not asked,Three of these statements,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Neither,Strongly oppose,Strongly oppose,Suburban area,1967.0,Female,White,No,Some college,Widowed,Full-time,Rent,"$20,000 - $29,999",No,Independent,Independent,Donald Trump,Donald Trump,Maryland,21061.0,Yes,Moderate,Only now and then,Nothing in particular,A few times a year,No,Very important,Several times a day,2024-10-25T12:30:16.741,2024-10-25T12:55:44.734
1899658740.0,0.864995785287219,Yes,Almost certain,Question25b,Question29 first,Undecided,Larry Hogan (Republican),Undecided,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Very favorable,No opinion,Somewhat unfavorable,Somewhat favorable,No opinion,Somewhat unfavorable,Very unfavorable,The economy/inflation,__NA__,Not at all enthusiastic,Not sure,Fair,About the same as a year ago,Never,50.0,50.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,No,80.0,not asked,Three of these statements,not selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Not sure,Both equally,Neither favor nor oppose,Not sure,Suburban area,1967.0,Female,White,No,2-year,Married,Full-time,Own,"$150,000 - $199,999",No,Independent,Independent,Donald Trump,Jo Jorgensen,Maryland,21113.0,Yes,Moderate,Some of the time,Nothing in particular,Seldom,No,Not too important,A few times a month,2024-10-25T12:46:13.675,2024-10-25T12:56:04.269
1899265328.0,0.336947034696145,Yes,Almost certain,Question25a,Question30 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat unfavorable,Abortion,__NA__,Very enthusiastic,"Abortion should be legal within rare cases, i.e., rape, incest, life of the mother",Good,Better off than a year ago,Rarely,71.0,79.0,selected,selected,not selected,not selected,selected,not selected,selected,not selected,not selected,not selected,No,75.0,One of these statements,not asked,not selected,not selected,selected,not selected,not selected,selected,selected,not selected,not selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Both equally,Somewhat favor,Somewhat favor,Suburban area,1983.0,Female,White,No,Post-grad,Married,Full-time,Own,"$150,000 - $199,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21202.0,Yes,Very liberal,Most of the time,Roman Catholic,Seldom,No,Not too important,Several times a day,2024-10-25T12:39:29.589,2024-10-25T12:59:50.568
1899363562.0,0.91253806637006,Yes,Almost certain,Question25a,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),No,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,No opinion,No opinion,Somewhat favorable,No opinion,Very unfavorable,Immigration,__NA__,Very enthusiastic,Abortion should be legal with accessibility restrictions,Good,About the same as a year ago,Never,70.0,50.0,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,No,90.0,Three of these statements,not asked,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Both equally,Strongly favor,Strongly favor,Suburban area,1961.0,Female,White,No,Some college,Married,Other,Own,"$200,000 - $249,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Maryland,21701.0,Yes,Conservative,Some of the time,Something else,Once a week,Yes,Somewhat important,Several times a day,2024-10-25T12:32:50.431,2024-10-25T12:59:55.041
1898474870.0,0.872168888218848,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Somewhat unfavorable,Never heard,Very favorable,US Supreme court appointments,__NA__,Not at all enthusiastic,Abortion should be legal and generally available,Good,Better off than a year ago,Never,2.0,2.0,selected,not selected,selected,not selected,selected,not selected,selected,not selected,not selected,not selected,No,don't know,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,not selected,selected,selected,not selected,not selected,They should not be paid at all,Palestinians,Strongly favor,Strongly oppose,Rural area,1968.0,Female,White,No,Post-grad,Married,Part-time,Own,"$80,000 - $99,999",No,Independent,Lean Democrat,Did not vote for President,Joe Biden,Maryland,21030.0,Yes,Moderate,Some of the time,Roman Catholic,Once a week,No,Very important,A few times a week,2024-10-25T12:54:02.827,2024-10-25T13:01:48.511
1899410138.0,1.43742806060879,Yes,Almost certain,Question25a,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,Somewhat unfavorable,No opinion,Somewhat unfavorable,Very favorable,Very unfavorable,Somewhat unfavorable,Healthcare,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,About the same as a year ago,Rarely,0.0,0.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,don't know,Three of these statements,not asked,not selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Not sure/No Opinion,Somewhat favor,Neither favor nor oppose,Small town,1949.0,Female,White,No,Some college,Never married,Retired,Own,"$80,000 - $99,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Maryland,21157.0,Yes,Very conservative,Only now and then,Protestant,Once or twice a month,Yes,Somewhat important,Once a day,2024-10-25T12:48:00.272,2024-10-25T13:02:02.441
1899443170.0,1.23197036441634,Yes,Almost certain,Question25b,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Very unfavorable,Somewhat favorable,Very favorable,Never heard,Very unfavorable,Foreign policy,__NA__,Not too enthusiastic,Abortion should be legal with accessibility restrictions,Good,Worse off than a year ago,Never,5.0,2.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,90.0,not asked,Three of these statements,selected,not selected,not selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,They should not be paid at all,Palestinians,Strongly favor,Strongly oppose,Rural area,1968.0,Male,White,No,Post-grad,Married,Full-time,Own,"$200,000 - $249,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Maryland,21160.0,Yes,Conservative,Most of the time,Agnostic,Never,No,Not too important,Never,2024-10-25T12:55:10.409,2024-10-25T13:02:48.278
1899094376.0,1.18974295078472,Yes,Almost certain,Question25a,Question30 first,Donald Trump (Republican),Larry Hogan (Republican),Yes,Very unfavorable,Very favorable,Somewhat unfavorable,Very favorable,No opinion,No opinion,No opinion,Very favorable,No opinion,Very unfavorable,The economy/inflation,__NA__,Very enthusiastic,Abortion should be legal and generally available,Fair,Worse off than a year ago,Occasionally,12.0,7.0,selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,50.0,Three of these statements,not asked,not selected,not selected,not selected,selected,selected,selected,not selected,not selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Somewhat favor,Somewhat favor,Suburban area,1953.0,Male,White,No,Some college,Married,Retired,Own,"$80,000 - $99,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Maryland,21042.0,Yes,Conservative,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2024-10-25T12:53:21.051,2024-10-25T13:03:29.357
1899511620.0,0.500531759534519,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat unfavorable,Somewhat unfavorable,Somewhat favorable,Never heard,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,The economy/inflation,__NA__,Not at all enthusiastic,Abortion should be legal and generally available,Excellent,About the same as a year ago,Never,20.0,28.0,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,No,71.0,Three of these statements,not asked,selected,selected,not selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,"They should be paid more, but less than the minimum wage ($15/hr)",Both equally,Strongly favor,Somewhat oppose,Suburban area,1950.0,Female,Hispanic,Yes,Post-grad,Married,Full-time,Own,"$350,000 - $499,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,20910.0,Yes,Liberal,Most of the time,Agnostic,Never,No,Not at all important,Never,2024-10-25T13:00:40.976,2024-10-25T13:08:28.826
1899113384.0,0.427290746553196,Yes,Almost certain,Question25a,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Somewhat favorable,Very unfavorable,Somewhat favorable,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat unfavorable,Very favorable,Climate,__NA__,Somewhat enthusiastic,Abortion should be legal and generally available,Good,About the same as a year ago,Occasionally,4.0,7.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,70.0,Three of these statements,not asked,selected,selected,selected,selected,selected,selected,selected,selected,selected,selected,not selected,not selected,They should be paid the minimum wage or more ($15/hr),Palestinians,Strongly favor,Somewhat oppose,Big city,1965.0,Male,White,No,Post-grad,Never married,Part-time,Rent,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21210.0,Yes,Very liberal,Some of the time,Nothing in particular,Never,No,Not too important,Seldom,2024-10-25T13:01:30.531,2024-10-25T13:08:46.092
1899297384.0,0.891100459320552,Yes,Almost certain,Question25b,Question29 first,Donald Trump (Republican),Mike Scott (Libertarian),No,Very unfavorable,Somewhat favorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very unfavorable,Very favorable,Somewhat unfavorable,Very unfavorable,Immigration,__NA__,Not sure,Abortion should be legal with accessibility restrictions,Good,Worse off than a year ago,Never,10.0,2.0,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,No,39.0,not asked,Three of these statements,not selected,not selected,not selected,selected,selected,not selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Israelis,Strongly oppose,Strongly favor,Small town,1961.0,Male,White,No,4-year,Married,Retired,Own,"$80,000 - $99,999",No,Independent,Independent,Donald Trump,Jo Jorgensen,Maryland,21157.0,Yes,Conservative,Some of the time,Jewish,A few times a year,No,Somewhat important,A few times a month,2024-10-25T12:54:39.021,2024-10-25T13:09:55.299
1899410166.0,0.644284529924345,Yes,Almost certain,Question25b,Question29 first,Kamala Harris (Democrat),Angela Alsobrooks (Democrat),Yes,Very favorable,Very unfavorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very favorable,Somewhat favorable,Somewhat favorable,No opinion,US Supreme court appointments,__NA__,Very enthusiastic,Abortion should be legal with accessibility restrictions,Good,About the same as a year ago,Rarely,don't know,don't know,selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,No,89.0,not asked,Four of these statements,selected,not selected,selected,selected,selected,selected,not selected,selected,selected,selected,not selected,not selected,Their pay is about right,Palestinians,Strongly favor,Neither favor nor oppose,Big city,1956.0,Male,Black,No,Some college,Widowed,Retired,Rent,"$40,000 - $49,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,21218.0,Yes,Moderate,Most of the time,Protestant,A few times a year,Yes,Somewhat important,Once a day,2024-10-25T13:05:06.654,2024-10-25T13:15:27.602
